OP_Name,Instance,Status,LabellingTime,Notes,TotalTime,Solution
"OP(27,6,5,4,3)",0,Solved,"0,2690","CriticalPath [9, 10, 11, 12]","1,1797","(\infty, (1,1), (15,2), (12,1), (9,2), (4,1), (6,2), (5,1), (13,2), (6,1), (0,1), (11,1), (11,2), (0,2), (12,2), (17,2), (20,2), (7,1), (8,1), (16,1), (14,1), (17,1), (10,2), (4,2), (10,1), (19,1), (7,2)) ((14,2), (5,2), (15,1), (20,1), (2,2), (18,1)) ((2,1), (1,2), (3,1), (13,1), (9,1)) ((3,2), (18,2), (19,2), (21,2)) ((8,2), (16,2), (21,1)) "
"OP(27,5,5,5,3)",0,Solved,"0,2980","CriticalPath [9, 10, 11, 12]","1,2081","(\infty, (2,1), (3,2), (10,1), (4,2), (9,1), (5,2), (15,1), (7,2), (4,1), (0,1), (11,1), (11,2), (0,2), (8,2), (9,2), (12,2), (3,1), (5,1), (21,1), (16,1), (8,1), (13,2), (15,2), (18,1), (6,1), (14,2)) ((16,2), (20,2), (14,1), (1,1), (21,2)) ((13,1), (12,1), (19,2), (17,1), (20,1)) ((7,1), (6,2), (18,2), (2,2), (17,2)) ((1,2), (10,2), (19,1)) "
"OP(27,5,4,3,3,3)",0,Solved,"0,3790","CriticalPath [9, 10, 11, 12]","1,2725","(\infty, (12,1), (3,2), (5,1), (4,2), (8,1), (5,2), (21,1), (6,2), (14,1), (0,1), (11,1), (11,2), (0,2), (7,2), (9,2), (12,2), (2,1), (9,1), (13,1), (19,1), (7,1), (15,2), (21,2), (6,1), (4,1), (16,2)) ((2,2), (10,2), (1,1), (10,1), (14,2)) ((15,1), (18,1), (1,2), (20,1)) ((16,1), (17,1), (18,2)) ((8,2), (13,2), (17,2)) ((19,2), (20,2), (3,1)) "
"OP(26,11,5,3)",0,Solved,"0,1040","CriticalPath [9, 10, 11, 12]","1,0142","(\infty, (8,1), (2,2), (4,1), (3,2), (6,1), (10,2), (14,1), (4,2), (17,1), (0,1), (11,1), (11,2), (0,2), (5,2), (6,2), (13,2), (5,1), (21,1), (13,1), (1,1), (16,1), (8,2), (18,2), (3,1), (16,2)) ((12,2), (20,2), (17,2), (12,1), (15,1), (19,1), (10,1), (9,1), (15,2), (19,2), (2,1)) ((7,1), (9,2), (7,2), (1,2), (14,2)) ((21,2), (18,1), (20,1)) "
"OP(26,9,7,3)",0,Solved,"0,4540","CriticalPath [9, 10, 11, 12]","1,3705","(\infty, (18,1), (4,2), (20,1), (2,2), (17,1), (15,2), (3,1), (21,2), (12,1), (0,1), (11,1), (11,2), (0,2), (16,2), (7,2), (8,2), (15,1), (14,1), (8,1), (1,1), (9,1), (6,2), (3,2), (2,1), (18,2)) ((12,2), (19,2), (17,2), (4,1), (13,1), (5,2), (6,1), (10,1), (20,2)) ((19,1), (16,1), (21,1), (1,2), (13,2), (9,2), (14,2)) ((10,2), (7,1), (5,1)) "
"OP(26,7,5,4,3)",0,Solved,"0,1040","CriticalPath [9, 10, 11, 12]","1,0121","(\infty, (16,1), (14,2), (5,1), (1,2), (21,1), (3,2), (6,1), (18,2), (19,1), (0,1), (11,1), (11,2), (0,2), (19,2), (21,2), (15,2), (1,1), (7,1), (17,1), (9,1), (2,1), (5,2), (13,2), (20,1), (8,2)) ((12,2), (7,2), (20,2), (14,1), (13,1), (4,2), (18,1)) ((15,1), (10,2), (3,1), (12,1), (10,1)) ((2,2), (6,2), (16,2), (17,2)) ((9,2), (4,1), (8,1)) "
"OP(25,17,3)",0,Solved,"0,1220","CriticalPath [9, 10, 11, 12]","1,0459","(\infty, (4,1), (1,2), (5,1), (4,2), (6,1), (9,2), (15,1), (5,2), (12,1), (0,1), (11,1), (11,2), (0,2), (16,2), (6,2), (7,2), (20,1), (21,1), (18,1), (2,1), (16,1), (8,2), (17,2), (14,2)) ((1,1), (2,2), (10,2), (15,2), (8,1), (3,1), (13,2), (9,1), (13,1), (18,2), (10,1), (19,1), (17,1), (12,2), (19,2), (21,2), (3,2)) ((20,2), (7,1), (14,1)) "
"OP(25,15,5)",0,Solved,"0,2480","CriticalPath [9, 10, 11, 12]","1,1762","(\infty, (7,1), (19,2), (1,1), (20,2), (3,1), (4,2), (2,1), (1,2), (17,1), (0,1), (11,1), (11,2), (0,2), (8,2), (13,2), (16,2), (9,1), (18,1), (20,1), (21,1), (6,1), (10,2), (3,2), (21,2)) ((15,1), (2,2), (12,2), (18,2), (4,1), (14,1), (17,2), (12,1), (8,1), (6,2), (13,1), (10,1), (16,1), (7,2), (9,2)) ((15,2), (14,2), (5,2), (19,1), (5,1)) "
"OP(25,13,7)",0,Solved,"0,0990","CriticalPath [9, 10, 11, 12]","1,0272","(\infty, (8,1), (16,2), (2,1), (3,2), (1,1), (10,2), (7,1), (4,2), (20,1), (0,1), (11,1), (11,2), (0,2), (20,2), (21,2), (6,1), (21,1), (9,2), (14,1), (5,1), (10,1), (8,2), (18,2), (12,2)) ((15,1), (6,2), (19,2), (2,2), (17,1), (18,1), (1,2), (19,1), (3,1), (15,2), (16,1), (4,1), (12,1)) ((7,2), (14,2), (17,2), (13,2), (5,2), (9,1), (13,1)) "
"OP(25,13,4,3)",0,Solved,"0,1150","CriticalPath [9, 10, 11, 12]","1,0384","(\infty, (16,1), (2,2), (12,1), (10,2), (4,1), (20,2), (5,1), (6,2), (3,1), (0,1), (11,1), (11,2), (0,2), (12,2), (19,2), (6,1), (8,1), (4,2), (7,1), (13,1), (17,1), (5,2), (13,2), (8,2)) ((9,1), (16,2), (18,2), (9,2), (14,1), (21,1), (3,2), (1,1), (2,1), (1,2), (18,1), (10,1), (19,1)) ((14,2), (15,2), (21,2), (17,2)) ((7,2), (15,1), (20,1)) "
